Loci,Mix,Rack,Treatment,Well,ID,Row,Match,Missing,Nanodrop
Ag3,mix2,R154,Internal control,87,AGP20083,H,1,1,325.5
Ag3,mix2,R154,Internal control,88,AGP20084,H,1,1,378
Ag3,mix2,R154,Internal control,89,AGP20085,H,1,1,365.5
Ag3,mix2,R154,Internal control,90,AGP20086,H,1,1,62
Ag3,mix2,R154,Internal control,91,AGP20087,H,1,1,242.5
Ag3,mix2,R154,Internal control,92,AGP20088,H,1,1,250.5
Ag3,mix2,R154,Internal control,93,AGP20089,H,1,1,436
Ag3,mix2,R154,Internal control,94,AGP20090,H,1,1,629.5
Ag3,mix2,R154,Internal control,95,AGP20091,H,1,1,154.5
Ag3,mix2,R154,Internal control,96,AGP20092,H,1,1,364.5
Agaz6,mix2,R154,Internal control,1,AGP16295,A,1,1,596
Agaz6,mix2,R154,Internal control,2,AGP16296,A,1,1,80
Agaz6,mix2,R154,Internal control,3,AGP16297,A,1,1,106
Agaz6,mix2,R154,Internal control,4,AGP07487,A,1,1,558.5
Agaz6,mix2,R154,Internal control,5,AGP07488,A,1,0,460.5
Agaz6,mix2,R154,Internal control,6,AGP20001,A,1,1,279
Agaz6,mix2,R154,Internal control,7,AGP20002,A,1,1,318.5
Agaz6,mix2,R154,Internal control,8,AGP20003,A,1,1,48.5
Agaz6,mix2,R154,Internal control,9,AGP20004,A,1,1,341.5
Agaz6,mix2,R154,Internal control,10,AGP20005,A,1,1,232.5
Agaz6,mix2,R154,Internal control,11,AGP20006,A,1,1,198.5
Agaz6,mix2,R154,Internal control,12,AGP20007,A,1,1,306.5
Agaz6,mix2,R154,Internal control,13,AGP20008,B,1,1,155
Agaz6,mix2,R154,Internal control,14,AGP20009,B,1,0,143
Agaz6,mix2,R154,Internal control,15,AGP20010,B,1,1,226
Agaz6,mix2,R154,Internal control,16,AGP20011,B,1,1,314
Agaz6,mix2,R154,Internal control,17,AGP20012,B,1,1,358
Agaz6,mix2,R154,Internal control,18,AGP20013,B,1,1,287
Agaz6,mix2,R154,Internal control,19,AGP20014,B,1,1,482.5
Agaz6,mix2,R154,Internal control,20,AGP20015,B,1,1,279.5
Agaz6,mix2,R154,Internal control,21,AGP20016,B,1,1,204
Agaz6,mix2,R154,Internal control,22,AGP20017,B,1,1,107.5
Agaz6,mix2,R154,Internal control,23,AGP20018,B,1,1,395
Agaz6,mix2,R154,Internal control,24,AGP20019,B,1,1,380.5
Agaz6,mix2,R154,Internal control,25,AGP20020,C,1,1,395
Agaz6,mix2,R154,Internal control,26,AGP20021,C,1,1,200
Agaz6,mix2,R154,Internal control,27,AGP20022,C,1,1,340.5
Agaz6,mix2,R154,Internal control,28,AGP20024,C,1,1,212.5
Agaz6,mix2,R154,Internal control,29,AGP20025,C,1,1,360
Agaz6,mix2,R154,Internal control,30,AGP20026,C,1,1,292
Agaz6,mix2,R154,Internal control,31,AGP20027,C,1,1,78.5
Agaz6,mix2,R154,Internal control,32,AGP20028,C,1,1,62.5
Agaz6,mix2,R154,Internal control,33,AGP20029,C,1,1,487.5
Agaz6,mix2,R154,Internal control,34,AGP20030,C,1,1,183.5
Agaz6,mix2,R154,Internal control,35,AGP20031,C,1,1,200
Agaz6,mix2,R154,Internal control,36,AGP20032,C,1,1,143.5
Agaz6,mix2,R154,Internal control,37,AGP20033,D,1,1,405
Agaz6,mix2,R154,Internal control,38,AGP20034,D,1,1,488.5
Agaz6,mix2,R154,Internal control,39,AGP20035,D,1,1,87
Agaz6,mix2,R154,Internal control,40,AGP20036,D,1,1,77.5
Agaz6,mix2,R154,Internal control,41,AGP20038,D,1,1,157.5
Agaz6,mix2,R154,Internal control,42,AGP20039,D,1,1,393.5
Agaz6,mix2,R154,Internal control,43,AGP20040,D,1,1,124
Agaz6,mix2,R154,Internal control,44,AGP20041,D,1,1,262
Agaz6,mix2,R154,Internal control,45,AGP20042,D,1,1,207
Agaz6,mix2,R154,Internal control,46,AGP20043,D,1,1,565.5
Agaz6,mix2,R154,Internal control,47,AGP20044,D,1,1,334.5
Agaz6,mix2,R154,Internal control,48,AGP20045,D,1,1,622.5
Agaz6,mix2,R154,Internal control,49,AGP20046,E,1,1,280
Agaz6,mix2,R154,Internal control,50,AGP20047,E,1,1,516
Agaz6,mix2,R154,Internal control,52,AGP20048,E,1,1,421.5
Agaz6,mix2,R154,Internal control,53,AGP20049,E,1,1,325.5
Agaz6,mix2,R154,Internal control,54,AGP20050,E,1,1,299.5
Agaz6,mix2,R154,Internal control,55,AGP20051,E,1,1,406
Agaz6,mix2,R154,Internal control,56,AGP20052,E,1,1,473
Agaz6,mix2,R154,Internal control,57,AGP20053,E,1,1,495
Agaz6,mix2,R154,Internal control,58,AGP20054,E,1,1,278.5
Agaz6,mix2,R154,Internal control,59,AGP20055,E,1,1,92.5
Agaz6,mix2,R154,Internal control,60,AGP20056,E,1,1,606
Agaz6,mix2,R154,Internal control,61,AGP20057,F,1,1,356.5
Agaz6,mix2,R154,Internal control,62,AGP20058,F,1,1,506
Agaz6,mix2,R154,Internal control,63,AGP20059,F,1,1,341.5
Agaz6,mix2,R154,Internal control,64,AGP20060,F,1,1,394
Agaz6,mix2,R154,Internal control,65,AGP20061,F,1,1,206
Agaz6,mix2,R154,Internal control,66,AGP20062,F,1,1,492
Agaz6,mix2,R154,Internal control,67,AGP20063,F,1,1,463.5
Agaz6,mix2,R154,Internal control,68,AGP20064,F,1,1,437.5
Agaz6,mix2,R154,Internal control,69,AGP20065,F,1,1,286.5
Agaz6,mix2,R154,Internal control,70,AGP20066,F,1,1,435.5
Agaz6,mix2,R154,Internal control,71,AGP20067,F,1,1,168.5
Agaz6,mix2,R154,Internal control,72,AGP20068,F,1,1,225.5
Agaz6,mix2,R154,Internal control,73,AGP20069,G,1,1,252.5
Agaz6,mix2,R154,Internal control,74,AGP20070,G,1,1,485.5
Agaz6,mix2,R154,Internal control,75,AGP20071,G,1,1,628
Agaz6,mix2,R154,Internal control,76,AGP20072,G,1,1,295
Agaz6,mix2,R154,Internal control,77,AGP20073,G,1,1,704
Agaz6,mix2,R154,Internal control,78,AGP20074,G,1,1,564
Agaz6,mix2,R154,Internal control,79,AGP20075,G,1,1,531.5
Agaz6,mix2,R154,Internal control,80,AGP20076,G,1,1,352
Agaz6,mix2,R154,Internal control,81,AGP20077,G,1,1,283
Agaz6,mix2,R154,Internal control,82,AGP20078,G,1,1,542.5
Agaz6,mix2,R154,Internal control,83,AGP20079,G,1,1,538
Agaz6,mix2,R154,Internal control,84,AGP20080,G,1,1,474
Agaz6,mix2,R154,Internal control,85,AGP20081,H,1,1,196.5
Agaz6,mix2,R154,Internal control,86,AGP20082,H,1,1,119.5
Agaz6,mix2,R154,Internal control,87,AGP20083,H,1,1,325.5
Agaz6,mix2,R154,Internal control,88,AGP20084,H,1,1,378
Agaz6,mix2,R154,Internal control,89,AGP20085,H,1,1,365.5
Agaz6,mix2,R154,Internal control,90,AGP20086,H,1,1,62
Agaz6,mix2,R154,Internal control,91,AGP20087,H,1,1,242.5
Agaz6,mix2,R154,Internal control,92,AGP20088,H,1,1,250.5
Agaz6,mix2,R154,Internal control,93,AGP20089,H,1,1,436
Agaz6,mix2,R154,Internal control,94,AGP20090,H,1,1,629.5
Agaz6,mix2,R154,Internal control,95,AGP20091,H,1,1,154.5
Agaz6,mix2,R154,Internal control,96,AGP20092,H,1,1,364.5
OrrFCB7,mix2,R154,Internal control,1,AGP16295,A,1,1,596
OrrFCB7,mix2,R154,Internal control,2,AGP16296,A,1,1,80
OrrFCB7,mix2,R154,Internal control,3,AGP16297,A,1,1,106
OrrFCB7,mix2,R154,Internal control,4,AGP07487,A,1,1,558.5
OrrFCB7,mix2,R154,Internal control,5,AGP07488,A,1,0,460.5
OrrFCB7,mix2,R154,Internal control,6,AGP20001,A,1,1,279
OrrFCB7,mix2,R154,Internal control,7,AGP20002,A,1,1,318.5
OrrFCB7,mix2,R154,Internal control,8,AGP20003,A,1,1,48.5
OrrFCB7,mix2,R154,Internal control,9,AGP20004,A,1,1,341.5
OrrFCB7,mix2,R154,Internal control,10,AGP20005,A,1,1,232.5
OrrFCB7,mix2,R154,Internal control,11,AGP20006,A,1,1,198.5
OrrFCB7,mix2,R154,Internal control,12,AGP20007,A,1,1,306.5
OrrFCB7,mix2,R154,Internal control,13,AGP20008,B,1,1,155
OrrFCB7,mix2,R154,Internal control,14,AGP20009,B,1,0,143
OrrFCB7,mix2,R154,Internal control,15,AGP20010,B,1,1,226
OrrFCB7,mix2,R154,Internal control,16,AGP20011,B,1,1,314
OrrFCB7,mix2,R154,Internal control,17,AGP20012,B,1,1,358
OrrFCB7,mix2,R154,Internal control,18,AGP20013,B,1,1,287
OrrFCB7,mix2,R154,Internal control,19,AGP20014,B,1,1,482.5
OrrFCB7,mix2,R154,Internal control,20,AGP20015,B,1,1,279.5
OrrFCB7,mix2,R154,Internal control,21,AGP20016,B,1,1,204
OrrFCB7,mix2,R154,Internal control,22,AGP20017,B,1,1,107.5
OrrFCB7,mix2,R154,Internal control,23,AGP20018,B,1,1,395
OrrFCB7,mix2,R154,Internal control,24,AGP20019,B,1,1,380.5
OrrFCB7,mix2,R154,Internal control,25,AGP20020,C,1,1,395
OrrFCB7,mix2,R154,Internal control,26,AGP20021,C,1,1,200
OrrFCB7,mix2,R154,Internal control,27,AGP20022,C,1,1,340.5
OrrFCB7,mix2,R154,Internal control,28,AGP20024,C,1,1,212.5
OrrFCB7,mix2,R154,Internal control,29,AGP20025,C,1,1,360
OrrFCB7,mix2,R154,Internal control,30,AGP20026,C,1,1,292
OrrFCB7,mix2,R154,Internal control,31,AGP20027,C,1,1,78.5
OrrFCB7,mix2,R154,Internal control,32,AGP20028,C,1,1,62.5
OrrFCB7,mix2,R154,Internal control,33,AGP20029,C,1,1,487.5
OrrFCB7,mix2,R154,Internal control,34,AGP20030,C,1,1,183.5
OrrFCB7,mix2,R154,Internal control,35,AGP20031,C,1,1,200
OrrFCB7,mix2,R154,Internal control,36,AGP20032,C,1,1,143.5
OrrFCB7,mix2,R154,Internal control,37,AGP20033,D,1,1,405
OrrFCB7,mix2,R154,Internal control,38,AGP20034,D,1,1,488.5
OrrFCB7,mix2,R154,Internal control,39,AGP20035,D,1,1,87
OrrFCB7,mix2,R154,Internal control,40,AGP20036,D,1,1,77.5
OrrFCB7,mix2,R154,Internal control,41,AGP20038,D,1,1,157.5
OrrFCB7,mix2,R154,Internal control,42,AGP20039,D,1,1,393.5
OrrFCB7,mix2,R154,Internal control,43,AGP20040,D,1,1,124
OrrFCB7,mix2,R154,Internal control,44,AGP20041,D,1,1,262
OrrFCB7,mix2,R154,Internal control,45,AGP20042,D,1,1,207
OrrFCB7,mix2,R154,Internal control,46,AGP20043,D,1,0,565.5
OrrFCB7,mix2,R154,Internal control,47,AGP20044,D,1,1,334.5
OrrFCB7,mix2,R154,Internal control,48,AGP20045,D,1,1,622.5
OrrFCB7,mix2,R154,Internal control,49,AGP20046,E,1,1,280
OrrFCB7,mix2,R154,Internal control,50,AGP20047,E,1,1,516
OrrFCB7,mix2,R154,Internal control,52,AGP20048,E,1,1,421.5
OrrFCB7,mix2,R154,Internal control,53,AGP20049,E,1,1,325.5
OrrFCB7,mix2,R154,Internal control,54,AGP20050,E,1,1,299.5
OrrFCB7,mix2,R154,Internal control,55,AGP20051,E,1,1,406
OrrFCB7,mix2,R154,Internal control,56,AGP20052,E,1,1,473
OrrFCB7,mix2,R154,Internal control,57,AGP20053,E,1,1,495
OrrFCB7,mix2,R154,Internal control,58,AGP20054,E,1,1,278.5
OrrFCB7,mix2,R154,Internal control,59,AGP20055,E,1,1,92.5
OrrFCB7,mix2,R154,Internal control,60,AGP20056,E,1,1,606
OrrFCB7,mix2,R154,Internal control,61,AGP20057,F,1,1,356.5
OrrFCB7,mix2,R154,Internal control,62,AGP20058,F,1,1,506
OrrFCB7,mix2,R154,Internal control,63,AGP20059,F,1,1,341.5
OrrFCB7,mix2,R154,Internal control,64,AGP20060,F,1,1,394
OrrFCB7,mix2,R154,Internal control,65,AGP20061,F,1,1,206
OrrFCB7,mix2,R154,Internal control,66,AGP20062,F,1,1,492
OrrFCB7,mix2,R154,Internal control,67,AGP20063,F,1,1,463.5
OrrFCB7,mix2,R154,Internal control,68,AGP20064,F,1,1,437.5
OrrFCB7,mix2,R154,Internal control,69,AGP20065,F,1,1,286.5
OrrFCB7,mix2,R154,Internal control,70,AGP20066,F,1,1,435.5
OrrFCB7,mix2,R154,Internal control,71,AGP20067,F,1,1,168.5
OrrFCB7,mix2,R154,Internal control,72,AGP20068,F,1,1,225.5
OrrFCB7,mix2,R154,Internal control,73,AGP20069,G,1,1,252.5
OrrFCB7,mix2,R154,Internal control,74,AGP20070,G,1,1,485.5
OrrFCB7,mix2,R154,Internal control,75,AGP20071,G,1,1,628
OrrFCB7,mix2,R154,Internal control,76,AGP20072,G,1,1,295
OrrFCB7,mix2,R154,Internal control,77,AGP20073,G,1,1,704
OrrFCB7,mix2,R154,Internal control,78,AGP20074,G,1,1,564
OrrFCB7,mix2,R154,Internal control,79,AGP20075,G,1,1,531.5
OrrFCB7,mix2,R154,Internal control,80,AGP20076,G,1,1,352
OrrFCB7,mix2,R154,Internal control,81,AGP20077,G,1,1,283
OrrFCB7,mix2,R154,Internal control,82,AGP20078,G,1,1,542.5
OrrFCB7,mix2,R154,Internal control,83,AGP20079,G,1,1,538
OrrFCB7,mix2,R154,Internal control,84,AGP20080,G,1,1,474
OrrFCB7,mix2,R154,Internal control,85,AGP20081,H,1,1,196.5
OrrFCB7,mix2,R154,Internal control,86,AGP20082,H,1,1,119.5
OrrFCB7,mix2,R154,Internal control,87,AGP20083,H,1,1,325.5
OrrFCB7,mix2,R154,Internal control,88,AGP20084,H,1,1,378
OrrFCB7,mix2,R154,Internal control,89,AGP20085,H,1,1,365.5
OrrFCB7,mix2,R154,Internal control,90,AGP20086,H,1,1,62
OrrFCB7,mix2,R154,Internal control,91,AGP20087,H,1,1,242.5
OrrFCB7,mix2,R154,Internal control,92,AGP20088,H,1,1,250.5
OrrFCB7,mix2,R154,Internal control,93,AGP20089,H,1,1,436
OrrFCB7,mix2,R154,Internal control,94,AGP20090,H,1,1,629.5
OrrFCB7,mix2,R154,Internal control,95,AGP20091,H,1,1,154.5
OrrFCB7,mix2,R154,Internal control,96,AGP20092,H,1,1,364.5
Ag2,mix2,R154,Internal control,1,AGP16295,A,1,1,596
Ag2,mix2,R154,Internal control,2,AGP16296,A,1,1,80
Ag2,mix2,R154,Internal control,3,AGP16297,A,1,1,106
Ag2,mix2,R154,Internal control,4,AGP07487,A,1,1,558.5
Ag2,mix2,R154,Internal control,5,AGP07488,A,1,0,460.5
Ag2,mix2,R154,Internal control,6,AGP20001,A,1,1,279
Ag2,mix2,R154,Internal control,7,AGP20002,A,1,1,318.5
Ag2,mix2,R154,Internal control,8,AGP20003,A,1,1,48.5
Ag2,mix2,R154,Internal control,9,AGP20004,A,1,1,341.5
Ag2,mix2,R154,Internal control,10,AGP20005,A,1,1,232.5
Ag2,mix2,R154,Internal control,11,AGP20006,A,1,1,198.5
Ag2,mix2,R154,Internal control,12,AGP20007,A,1,1,306.5
Ag2,mix2,R154,Internal control,13,AGP20008,B,1,1,155
Ag2,mix2,R154,Internal control,14,AGP20009,B,1,0,143
Ag2,mix2,R154,Internal control,15,AGP20010,B,1,1,226
Ag2,mix2,R154,Internal control,16,AGP20011,B,1,1,314
Ag2,mix2,R154,Internal control,17,AGP20012,B,1,1,358
Ag2,mix2,R154,Internal control,18,AGP20013,B,1,1,287
Ag2,mix2,R154,Internal control,19,AGP20014,B,1,1,482.5
Ag2,mix2,R154,Internal control,20,AGP20015,B,1,1,279.5
Ag2,mix2,R154,Internal control,21,AGP20016,B,1,1,204
Ag2,mix2,R154,Internal control,22,AGP20017,B,1,1,107.5
Ag2,mix2,R154,Internal control,23,AGP20018,B,1,1,395
Ag2,mix2,R154,Internal control,24,AGP20019,B,1,1,380.5
Ag2,mix2,R154,Internal control,25,AGP20020,C,1,1,395
Ag2,mix2,R154,Internal control,26,AGP20021,C,1,1,200
Ag2,mix2,R154,Internal control,27,AGP20022,C,1,1,340.5
Ag2,mix2,R154,Internal control,28,AGP20024,C,1,1,212.5
Ag2,mix2,R154,Internal control,29,AGP20025,C,1,1,360
Ag2,mix2,R154,Internal control,30,AGP20026,C,1,1,292
Ag2,mix2,R154,Internal control,31,AGP20027,C,1,1,78.5
Ag2,mix2,R154,Internal control,32,AGP20028,C,1,1,62.5
Ag2,mix2,R154,Internal control,33,AGP20029,C,1,1,487.5
Ag2,mix2,R154,Internal control,34,AGP20030,C,1,1,183.5
Ag2,mix2,R154,Internal control,35,AGP20031,C,1,1,200
Ag2,mix2,R154,Internal control,36,AGP20032,C,1,1,143.5
Ag2,mix2,R154,Internal control,37,AGP20033,D,1,1,405
Ag2,mix2,R154,Internal control,38,AGP20034,D,1,1,488.5
Ag2,mix2,R154,Internal control,39,AGP20035,D,1,1,87
Ag2,mix2,R154,Internal control,40,AGP20036,D,1,1,77.5
Ag2,mix2,R154,Internal control,41,AGP20038,D,1,1,157.5
Ag2,mix2,R154,Internal control,42,AGP20039,D,1,1,393.5
Ag2,mix2,R154,Internal control,43,AGP20040,D,1,1,124
Ag2,mix2,R154,Internal control,44,AGP20041,D,1,1,262
Ag2,mix2,R154,Internal control,45,AGP20042,D,1,1,207
Ag2,mix2,R154,Internal control,46,AGP20043,D,1,1,565.5
Ag2,mix2,R154,Internal control,47,AGP20044,D,1,1,334.5
Ag2,mix2,R154,Internal control,48,AGP20045,D,1,1,622.5
Ag2,mix2,R154,Internal control,49,AGP20046,E,1,1,280
Ag2,mix2,R154,Internal control,50,AGP20047,E,1,1,516
Ag2,mix2,R154,Internal control,52,AGP20048,E,1,1,421.5
Ag2,mix2,R154,Internal control,53,AGP20049,E,1,1,325.5
Ag2,mix2,R154,Internal control,54,AGP20050,E,1,1,299.5
Ag2,mix2,R154,Internal control,55,AGP20051,E,1,1,406
Ag2,mix2,R154,Internal control,56,AGP20052,E,1,1,473
Ag2,mix2,R154,Internal control,57,AGP20053,E,1,1,495
Ag2,mix2,R154,Internal control,58,AGP20054,E,1,1,278.5
Ag2,mix2,R154,Internal control,59,AGP20055,E,1,1,92.5
Ag2,mix2,R154,Internal control,60,AGP20056,E,1,1,606
Ag2,mix2,R154,Internal control,61,AGP20057,F,1,1,356.5
Ag2,mix2,R154,Internal control,62,AGP20058,F,1,1,506
Ag2,mix2,R154,Internal control,63,AGP20059,F,1,1,341.5
Ag2,mix2,R154,Internal control,64,AGP20060,F,1,1,394
Ag2,mix2,R154,Internal control,65,AGP20061,F,1,1,206
Ag2,mix2,R154,Internal control,66,AGP20062,F,1,1,492
Ag2,mix2,R154,Internal control,67,AGP20063,F,1,1,463.5
Ag2,mix2,R154,Internal control,68,AGP20064,F,1,1,437.5
Ag2,mix2,R154,Internal control,69,AGP20065,F,1,1,286.5
Ag2,mix2,R154,Internal control,70,AGP20066,F,1,1,435.5
Ag2,mix2,R154,Internal control,71,AGP20067,F,1,1,168.5
Ag2,mix2,R154,Internal control,72,AGP20068,F,1,1,225.5
Ag2,mix2,R154,Internal control,73,AGP20069,G,1,1,252.5
Ag2,mix2,R154,Internal control,74,AGP20070,G,1,1,485.5
Ag2,mix2,R154,Internal control,75,AGP20071,G,1,1,628
Ag2,mix2,R154,Internal control,76,AGP20072,G,1,1,295
Ag2,mix2,R154,Internal control,77,AGP20073,G,1,1,704
Ag2,mix2,R154,Internal control,78,AGP20074,G,1,1,564
Ag2,mix2,R154,Internal control,79,AGP20075,G,1,1,531.5
Ag2,mix2,R154,Internal control,80,AGP20076,G,1,1,352
Ag2,mix2,R154,Internal control,81,AGP20077,G,1,1,283
Ag2,mix2,R154,Internal control,82,AGP20078,G,1,1,542.5
Ag2,mix2,R154,Internal control,83,AGP20079,G,1,1,538
Ag2,mix2,R154,Internal control,84,AGP20080,G,1,1,474
Ag2,mix2,R154,Internal control,85,AGP20081,H,1,1,196.5
Ag2,mix2,R154,Internal control,86,AGP20082,H,1,1,119.5
Ag2,mix2,R154,Internal control,87,AGP20083,H,1,1,325.5
Ag2,mix2,R154,Internal control,88,AGP20084,H,1,1,378
Ag2,mix2,R154,Internal control,89,AGP20085,H,1,1,365.5
Ag2,mix2,R154,Internal control,90,AGP20086,H,1,1,62
Ag2,mix2,R154,Internal control,91,AGP20087,H,1,1,242.5
Ag2,mix2,R154,Internal control,92,AGP20088,H,1,1,250.5
Ag2,mix2,R154,Internal control,93,AGP20089,H,1,1,436
Ag2,mix2,R154,Internal control,94,AGP20090,H,1,1,629.5
Ag2,mix2,R154,Internal control,95,AGP20091,H,1,1,154.5
Ag2,mix2,R154,Internal control,96,AGP20092,H,1,1,364.5
OrrFCB2,mix2,R154,Internal control,1,AGP16295,A,1,1,596
OrrFCB2,mix2,R154,Internal control,2,AGP16296,A,1,1,80
OrrFCB2,mix2,R154,Internal control,3,AGP16297,A,1,1,106
OrrFCB2,mix2,R154,Internal control,4,AGP07487,A,1,1,558.5
OrrFCB2,mix2,R154,Internal control,5,AGP07488,A,1,0,460.5
OrrFCB2,mix2,R154,Internal control,6,AGP20001,A,1,1,279
OrrFCB2,mix2,R154,Internal control,7,AGP20002,A,1,1,318.5
OrrFCB2,mix2,R154,Internal control,8,AGP20003,A,1,1,48.5
OrrFCB2,mix2,R154,Internal control,9,AGP20004,A,1,1,341.5
OrrFCB2,mix2,R154,Internal control,10,AGP20005,A,1,1,232.5
OrrFCB2,mix2,R154,Internal control,11,AGP20006,A,1,1,198.5
OrrFCB2,mix2,R154,Internal control,12,AGP20007,A,1,1,306.5
OrrFCB2,mix2,R154,Internal control,13,AGP20008,B,1,1,155
OrrFCB2,mix2,R154,Internal control,14,AGP20009,B,1,0,143
OrrFCB2,mix2,R154,Internal control,15,AGP20010,B,1,1,226
OrrFCB2,mix2,R154,Internal control,16,AGP20011,B,1,1,314
OrrFCB2,mix2,R154,Internal control,17,AGP20012,B,1,1,358
OrrFCB2,mix2,R154,Internal control,18,AGP20013,B,1,1,287
OrrFCB2,mix2,R154,Internal control,19,AGP20014,B,1,1,482.5
OrrFCB2,mix2,R154,Internal control,20,AGP20015,B,1,1,279.5
OrrFCB2,mix2,R154,Internal control,21,AGP20016,B,1,1,204
OrrFCB2,mix2,R154,Internal control,22,AGP20017,B,1,1,107.5
OrrFCB2,mix2,R154,Internal control,23,AGP20018,B,1,1,395
OrrFCB2,mix2,R154,Internal control,24,AGP20019,B,1,1,380.5
OrrFCB2,mix2,R154,Internal control,25,AGP20020,C,1,1,395
OrrFCB2,mix2,R154,Internal control,26,AGP20021,C,1,1,200
OrrFCB2,mix2,R154,Internal control,27,AGP20022,C,1,1,340.5
OrrFCB2,mix2,R154,Internal control,28,AGP20024,C,1,1,212.5
OrrFCB2,mix2,R154,Internal control,29,AGP20025,C,1,1,360
OrrFCB2,mix2,R154,Internal control,30,AGP20026,C,1,1,292
OrrFCB2,mix2,R154,Internal control,31,AGP20027,C,1,1,78.5
OrrFCB2,mix2,R154,Internal control,32,AGP20028,C,1,1,62.5
OrrFCB2,mix2,R154,Internal control,33,AGP20029,C,1,1,487.5
OrrFCB2,mix2,R154,Internal control,34,AGP20030,C,1,1,183.5
OrrFCB2,mix2,R154,Internal control,35,AGP20031,C,1,1,200
OrrFCB2,mix2,R154,Internal control,36,AGP20032,C,1,1,143.5
OrrFCB2,mix2,R154,Internal control,37,AGP20033,D,1,1,405
OrrFCB2,mix2,R154,Internal control,38,AGP20034,D,1,1,488.5
OrrFCB2,mix2,R154,Internal control,39,AGP20035,D,1,1,87
OrrFCB2,mix2,R154,Internal control,40,AGP20036,D,1,1,77.5
OrrFCB2,mix2,R154,Internal control,41,AGP20038,D,1,1,157.5
OrrFCB2,mix2,R154,Internal control,42,AGP20039,D,1,1,393.5
OrrFCB2,mix2,R154,Internal control,43,AGP20040,D,1,1,124
OrrFCB2,mix2,R154,Internal control,44,AGP20041,D,1,1,262
OrrFCB2,mix2,R154,Internal control,45,AGP20042,D,1,1,207
OrrFCB2,mix2,R154,Internal control,46,AGP20043,D,1,0,565.5
OrrFCB2,mix2,R154,Internal control,47,AGP20044,D,1,1,334.5
OrrFCB2,mix2,R154,Internal control,48,AGP20045,D,1,1,622.5
OrrFCB2,mix2,R154,Internal control,49,AGP20046,E,1,1,280
OrrFCB2,mix2,R154,Internal control,50,AGP20047,E,1,1,516
OrrFCB2,mix2,R154,Internal control,52,AGP20048,E,1,1,421.5
OrrFCB2,mix2,R154,Internal control,53,AGP20049,E,1,1,325.5
OrrFCB2,mix2,R154,Internal control,54,AGP20050,E,1,1,299.5
OrrFCB2,mix2,R154,Internal control,55,AGP20051,E,1,1,406
OrrFCB2,mix2,R154,Internal control,56,AGP20052,E,1,1,473
OrrFCB2,mix2,R154,Internal control,57,AGP20053,E,1,1,495
OrrFCB2,mix2,R154,Internal control,58,AGP20054,E,1,1,278.5
OrrFCB2,mix2,R154,Internal control,59,AGP20055,E,1,1,92.5
OrrFCB2,mix2,R154,Internal control,60,AGP20056,E,1,1,606
OrrFCB2,mix2,R154,Internal control,61,AGP20057,F,1,1,356.5
OrrFCB2,mix2,R154,Internal control,62,AGP20058,F,1,1,506
OrrFCB2,mix2,R154,Internal control,63,AGP20059,F,1,1,341.5
OrrFCB2,mix2,R154,Internal control,64,AGP20060,F,1,1,394
OrrFCB2,mix2,R154,Internal control,65,AGP20061,F,1,1,206
OrrFCB2,mix2,R154,Internal control,66,AGP20062,F,1,1,492
OrrFCB2,mix2,R154,Internal control,67,AGP20063,F,1,1,463.5
OrrFCB2,mix2,R154,Internal control,68,AGP20064,F,1,1,437.5
OrrFCB2,mix2,R154,Internal control,69,AGP20065,F,1,1,286.5
OrrFCB2,mix2,R154,Internal control,70,AGP20066,F,1,1,435.5
OrrFCB2,mix2,R154,Internal control,71,AGP20067,F,1,1,168.5
OrrFCB2,mix2,R154,Internal control,72,AGP20068,F,1,1,225.5
OrrFCB2,mix2,R154,Internal control,73,AGP20069,G,1,1,252.5
OrrFCB2,mix2,R154,Internal control,74,AGP20070,G,1,1,485.5
OrrFCB2,mix2,R154,Internal control,75,AGP20071,G,1,1,628
OrrFCB2,mix2,R154,Internal control,76,AGP20072,G,1,1,295
OrrFCB2,mix2,R154,Internal control,77,AGP20073,G,1,1,704
OrrFCB2,mix2,R154,Internal control,78,AGP20074,G,1,1,564
OrrFCB2,mix2,R154,Internal control,79,AGP20075,G,1,1,531.5
OrrFCB2,mix2,R154,Internal control,80,AGP20076,G,1,1,352
OrrFCB2,mix2,R154,Internal control,81,AGP20077,G,1,1,283
OrrFCB2,mix2,R154,Internal control,82,AGP20078,G,1,1,542.5
OrrFCB2,mix2,R154,Internal control,83,AGP20079,G,1,1,538
OrrFCB2,mix2,R154,Internal control,84,AGP20080,G,1,1,474
OrrFCB2,mix2,R154,Internal control,85,AGP20081,H,1,1,196.5
OrrFCB2,mix2,R154,Internal control,86,AGP20082,H,1,1,119.5
OrrFCB2,mix2,R154,Internal control,87,AGP20083,H,1,1,325.5
OrrFCB2,mix2,R154,Internal control,88,AGP20084,H,1,1,378
OrrFCB2,mix2,R154,Internal control,89,AGP20085,H,1,1,365.5
OrrFCB2,mix2,R154,Internal control,90,AGP20086,H,1,1,62
OrrFCB2,mix2,R154,Internal control,91,AGP20087,H,1,1,242.5
OrrFCB2,mix2,R154,Internal control,92,AGP20088,H,1,1,250.5
OrrFCB2,mix2,R154,Internal control,93,AGP20089,H,1,1,436
OrrFCB2,mix2,R154,Internal control,94,AGP20090,H,1,1,629.5
OrrFCB2,mix2,R154,Internal control,95,AGP20091,H,1,1,154.5
